HTNO,SUBCODE,IM
159Y1A0199,1501701,28
159Y1A01A0,1501701,30
159Y1A01A1,1501701,30
159Y1A01A2,1501701,28
159Y1A01A3,1501701,30
159Y1A01A4,1501701,18
159Y1A01A5,1501701,30
159Y1A01A6,1501701,29
159Y1A01A7,1501701,29
159Y1A01A8,1501701,26
159Y1A01A9,1501701,20
159Y1A01B0,1501701,29
159Y1A01B1,1501701,17
159Y1A01B2,1501701,29
159Y1A01B3,1501701,20
159Y1A01B4,1501701,27
159Y1A01B5,1501701,16
159Y1A01B6,1501701,30
159Y1A01B7,1501701,28
159Y1A01B8,1501701,28
159Y1A01B9,1501701,12
159Y1A01C0,1501701,26
159Y1A01C1,1501701,30
159Y1A01C2,1501701,30
159Y1A01C3,1501701,30
159Y1A01C4,1501701,30
159Y1A01C5,1501701,14
159Y1A01C6,1501701,22
159Y1A01C7,1501701,30
159Y1A01C8,1501701,20
159Y1A01C9,1501701,21
159Y1A01D0,1501701,12
159Y1A01D1,1501701,25
159Y1A01D2,1501701,25
159Y1A01D3,1501701,24
159Y1A01D5,1501701,23
159Y1A01D6,1501701,24
159Y1A01D7,1501701,20
159Y1A01D8,1501701,26
159Y1A01D9,1501701,22
159Y1A01E2,1501701,22
159Y1A01E3,1501701,13
159Y1A01E4,1501701,30
159Y1A01E5,1501701,16
159Y1A01E6,1501701,16
159Y1A01E7,1501701,17
159Y1A01E8,1501701,23
159Y1A01E9,1501701,28
159Y1A01F0,1501701,28
159Y1A01F1,1501701,25
159Y1A01F2,1501701,18
159Y1A01F3,1501701,30
159Y1A01F4,1501701,19
159Y1A01F5,1501701,28
159Y1A01F6,1501701,22
159Y1A01F7,1501701,26
159Y1A01F8,1501701,22
159Y1A01F9,1501701,28
159Y1A01G0,1501701,26
159Y1A01G1,1501701,27
159Y1A01G2,1501701,22
169Y5A0101,1501701,25
169Y5A0102,1501701,30
169Y5A0103,1501701,20
169Y5A0104,1501701,27
169Y5A0105,1501701,23
169Y5A0106,1501701,26
169Y5A0107,1501701,20
169Y5A0108,1501701,25
169Y5A0109,1501701,30
169Y5A0110,1501701,27
169Y5A0111,1501701,20
169Y5A0113,1501701,27
169Y5A0114,1501701,27
169Y5A0115,1501701,30
169Y5A0116,1501701,29
169Y5A0117,1501701,29
169Y5A0118,1501701,25
169Y5A0119,1501701,30
169Y5A0120,1501701,28
169Y5A0121,1501701,24
169Y5A0122,1501701,29
169Y5A0123,1501701,22
169Y5A0124,1501701,30
169Y5A0125,1501701,30
169Y5A0126,1501701,27
169Y5A0127,1501701,28
169Y5A0128,1501701,24
169Y5A0129,1501701,23
169Y5A0130,1501701,27
169Y5A0131,1501701,28
169Y5A0132,1501701,20
169Y5A0133,1501701,21
169Y5A0134,1501701,28
169Y5A0135,1501701,27
169Y5A0136,1501701,30
169Y5A0137,1501701,26
169Y5A0138,1501701,21
169Y5A0139,1501701,30
169Y5A0140,1501701,29
169Y5A0141,1501701,25
169Y5A0142,1501701,24
169Y5A0143,1501701,28
169Y5A0144,1501701,21
169Y5A0145,1501701,30
169Y5A0146,1501701,28
169Y5A0147,1501701,22
169Y5A0148,1501701,30
169Y5A0149,1501701,24
169Y5A0150,1501701,28
169Y5A0151,1501701,29
169Y5A0152,1501701,15
169Y5A0153,1501701,16
169Y5A0154,1501701,23
169Y5A0155,1501701,30
169Y5A0156,1501701,30
169Y5A0157,1501701,19
169Y5A0158,1501701,23
169Y5A0159,1501701,25
169Y5A0160,1501701,28
169Y5A0161,1501701,27
169Y5A0162,1501701,30
169Y5A0163,1501701,27
169Y5A0164,1501701,22
169Y5A0165,1501701,21
149Y1A0103,1501702,20
149Y1A0169,1501702,16
149Y1A0182,1501702,0
149Y1A01C8,1501702,11
149Y1A01D0,1501702,21
149Y1A01D1,1501702,14
159Y1A0101,1501702,29
159Y1A0102,1501702,27
159Y1A0103,1501702,21
159Y1A0104,1501702,17
159Y1A0105,1501702,16
159Y1A0106,1501702,27
159Y1A0108,1501702,20
159Y1A0109,1501702,22
159Y1A0110,1501702,30
159Y1A0111,1501702,26
159Y1A0112,1501702,20
159Y1A0113,1501702,30
159Y1A0114,1501702,30
159Y1A0115,1501702,28
159Y1A0116,1501702,28
159Y1A0117,1501702,28
159Y1A0118,1501702,20
159Y1A0119,1501702,19
159Y1A0121,1501702,27
159Y1A0122,1501702,20
159Y1A0123,1501702,29
159Y1A0124,1501702,23
159Y1A0125,1501702,29
159Y1A0126,1501702,30
159Y1A0129,1501702,24
159Y1A0130,1501702,29
159Y1A0131,1501702,28
159Y1A0132,1501702,28
159Y1A0133,1501702,29
159Y1A0134,1501702,26
159Y1A0135,1501702,28
159Y1A0136,1501702,30
159Y1A0137,1501702,20
159Y1A0138,1501702,16
159Y1A0139,1501702,16
159Y1A0140,1501702,21
159Y1A0141,1501702,28
159Y1A0142,1501702,29
159Y1A0143,1501702,29
159Y1A0144,1501702,29
159Y1A0145,1501702,28
159Y1A0146,1501702,29
159Y1A0147,1501702,11
159Y1A0148,1501702,29
159Y1A0149,1501702,16
159Y1A0150,1501702,28
159Y1A0151,1501702,30
159Y1A0152,1501702,29
159Y1A0153,1501702,18
159Y1A0154,1501702,30
159Y1A0155,1501702,29
159Y1A0156,1501702,28
159Y1A0157,1501702,27
159Y1A0159,1501702,29
159Y1A0160,1501702,20
159Y1A0161,1501702,24
159Y1A0162,1501702,22
159Y1A0163,1501702,28
159Y1A0164,1501702,30
159Y1A0165,1501702,25
159Y1A0166,1501702,30
159Y1A0167,1501702,29
159Y1A0168,1501702,26
159Y1A0169,1501702,28
159Y1A0170,1501702,30
159Y1A0171,1501702,12
159Y1A0172,1501702,29
159Y1A0174,1501702,27
159Y1A0175,1501702,26
159Y1A0176,1501702,27
159Y1A0177,1501702,26
159Y1A0178,1501702,25
159Y1A0179,1501702,21
159Y1A0180,1501702,30
159Y1A0181,1501702,29
159Y1A0183,1501702,30
159Y1A0185,1501702,12
159Y1A0186,1501702,30
159Y1A0187,1501702,27
159Y1A0188,1501702,30
159Y1A0189,1501702,30
159Y1A0190,1501702,20
159Y1A0191,1501702,30
159Y1A0192,1501702,23
159Y1A0193,1501702,30
159Y1A0194,1501702,30
159Y1A0195,1501702,24
159Y1A0196,1501702,30
159Y1A0197,1501702,14
159Y1A0198,1501702,27
159Y1A0199,1501702,29
159Y1A01A0,1501702,30
159Y1A01A1,1501702,30
159Y1A01A2,1501702,20
159Y1A01A3,1501702,29
159Y1A01A4,1501702,28
159Y1A01A5,1501702,29
159Y1A01A6,1501702,30
159Y1A01A7,1501702,30
159Y1A01A8,1501702,17
159Y1A01A9,1501702,20
159Y1A01B0,1501702,30
159Y1A01B1,1501702,14
159Y1A01B2,1501702,29
159Y1A01B3,1501702,27
159Y1A01B4,1501702,30
159Y1A01B5,1501702,16
159Y1A01B6,1501702,30
159Y1A01B7,1501702,27
159Y1A01B8,1501702,30
159Y1A01B9,1501702,19
159Y1A01C0,1501702,30
159Y1A01C1,1501702,30
159Y1A01C2,1501702,28
159Y1A01C3,1501702,29
159Y1A01C4,1501702,30
159Y1A01C5,1501702,16
159Y1A01C6,1501702,28
159Y1A01C7,1501702,30
159Y1A01C8,1501702,25
159Y1A01C9,1501702,28
159Y1A01D0,1501702,16
159Y1A01D1,1501702,24
159Y1A01D2,1501702,27
159Y1A01D3,1501702,28
159Y1A01D5,1501702,21
159Y1A01D6,1501702,27
159Y1A01D7,1501702,11
159Y1A01D8,1501702,29
159Y1A01D9,1501702,24
159Y1A01E2,1501702,24
159Y1A01E3,1501702,13
159Y1A01E4,1501702,30
159Y1A01E5,1501702,23
159Y1A01E6,1501702,24
159Y1A01E7,1501702,16
159Y1A01E8,1501702,29
159Y1A01E9,1501702,29
159Y1A01F0,1501702,29
159Y1A01F1,1501702,25
159Y1A01F2,1501702,20
159Y1A01F3,1501702,27
159Y1A01F4,1501702,26
159Y1A01F5,1501702,30
159Y1A01F6,1501702,29
159Y1A01F7,1501702,30
159Y1A01F8,1501702,29
159Y1A01F9,1501702,29
159Y1A01G0,1501702,27
159Y1A01G1,1501702,30
159Y1A01G2,1501702,29
169Y5A0101,1501702,29
169Y5A0102,1501702,30
169Y5A0103,1501702,28
169Y5A0104,1501702,29
169Y5A0105,1501702,29
169Y5A0106,1501702,28
169Y5A0107,1501702,29
169Y5A0108,1501702,27
169Y5A0109,1501702,28
169Y5A0110,1501702,26
169Y5A0111,1501702,20
169Y5A0113,1501702,20
169Y5A0114,1501702,26
169Y5A0115,1501702,28
169Y5A0116,1501702,29
169Y5A0117,1501702,29
169Y5A0118,1501702,24
169Y5A0119,1501702,21
169Y5A0120,1501702,24
169Y5A0121,1501702,20
169Y5A0122,1501702,21
169Y5A0123,1501702,10
169Y5A0124,1501702,29
169Y5A0125,1501702,27
169Y5A0126,1501702,26
169Y5A0127,1501702,27
169Y5A0128,1501702,21
169Y5A0129,1501702,22
169Y5A0130,1501702,24
169Y5A0131,1501702,22
169Y5A0132,1501702,25
169Y5A0133,1501702,26
169Y5A0134,1501702,27
169Y5A0135,1501702,29
169Y5A0136,1501702,25
169Y5A0137,1501702,23
169Y5A0138,1501702,25
169Y5A0139,1501702,29
169Y5A0140,1501702,29
169Y5A0141,1501702,27
169Y5A0142,1501702,26
169Y5A0143,1501702,28
169Y5A0144,1501702,22
169Y5A0145,1501702,29
169Y5A0146,1501702,28
169Y5A0147,1501702,22
169Y5A0148,1501702,26
169Y5A0149,1501702,25
169Y5A0150,1501702,24
169Y5A0151,1501702,29
169Y5A0152,1501702,10
169Y5A0153,1501702,8
169Y5A0154,1501702,21
169Y5A0155,1501702,27
169Y5A0156,1501702,28
169Y5A0157,1501702,28
169Y5A0158,1501702,27
169Y5A0159,1501702,26
169Y5A0160,1501702,22
169Y5A0161,1501702,27
169Y5A0162,1501702,26
169Y5A0163,1501702,26
169Y5A0164,1501702,24
169Y5A0165,1501702,21
149Y1A0103,1501703,17
149Y1A0169,1501703,0
149Y1A0182,1501703,0
149Y1A01C8,1501703,14
149Y1A01D0,1501703,16
149Y1A01D1,1501703,15
159Y1A0101,1501703,28
159Y1A0102,1501703,27
159Y1A0103,1501703,21
159Y1A0104,1501703,22
159Y1A0105,1501703,19
159Y1A0106,1501703,25
159Y1A0108,1501703,20
159Y1A0109,1501703,19
159Y1A0110,1501703,25
159Y1A0111,1501703,23
159Y1A0112,1501703,20
159Y1A0113,1501703,26
159Y1A0114,1501703,27
159Y1A0115,1501703,29
159Y1A0116,1501703,28
159Y1A0117,1501703,28
159Y1A0118,1501703,19
159Y1A0119,1501703,15
159Y1A0121,1501703,25
159Y1A0122,1501703,23
159Y1A0123,1501703,26
159Y1A0124,1501703,22
159Y1A0125,1501703,25
159Y1A0126,1501703,30
159Y1A0129,1501703,21
159Y1A0130,1501703,23
159Y1A0131,1501703,24
159Y1A0132,1501703,16
159Y1A0133,1501703,27
159Y1A0134,1501703,17
159Y1A0135,1501703,22
159Y1A0136,1501703,30
159Y1A0137,1501703,22
159Y1A0138,1501703,15
159Y1A0139,1501703,15
159Y1A0140,1501703,17
159Y1A0141,1501703,27
159Y1A0142,1501703,26
159Y1A0143,1501703,20
159Y1A0144,1501703,20
159Y1A0145,1501703,17
159Y1A0146,1501703,19
159Y1A0147,1501703,15
159Y1A0148,1501703,26
159Y1A0149,1501703,0
159Y1A0150,1501703,24
159Y1A0151,1501703,26
159Y1A0152,1501703,23
159Y1A0153,1501703,16
159Y1A0154,1501703,28
159Y1A0155,1501703,25
159Y1A0156,1501703,24
159Y1A0157,1501703,24
159Y1A0159,1501703,25
159Y1A0160,1501703,26
159Y1A0161,1501703,14
159Y1A0162,1501703,8
159Y1A0163,1501703,17
159Y1A0164,1501703,28
159Y1A0165,1501703,13
159Y1A0166,1501703,26
159Y1A0167,1501703,24
159Y1A0168,1501703,23
159Y1A0169,1501703,24
159Y1A0170,1501703,30
159Y1A0171,1501703,4
159Y1A0172,1501703,20
159Y1A0174,1501703,12
159Y1A0175,1501703,13
159Y1A0176,1501703,18
159Y1A0177,1501703,19
159Y1A0178,1501703,18
159Y1A0179,1501703,17
159Y1A0180,1501703,27
159Y1A0181,1501703,29
159Y1A0183,1501703,28
159Y1A0185,1501703,2
159Y1A0186,1501703,23
159Y1A0187,1501703,24
159Y1A0188,1501703,26
159Y1A0189,1501703,27
159Y1A0190,1501703,21
159Y1A0191,1501703,28
159Y1A0192,1501703,13
159Y1A0193,1501703,29
159Y1A0194,1501703,26
159Y1A0195,1501703,15
159Y1A0196,1501703,28
159Y1A0197,1501703,6
159Y1A0198,1501703,21
159Y1A0199,1501703,25
159Y1A01A0,1501703,29
159Y1A01A1,1501703,28
159Y1A01A2,1501703,20
159Y1A01A3,1501703,29
159Y1A01A4,1501703,18
159Y1A01A5,1501703,28
159Y1A01A6,1501703,25
159Y1A01A7,1501703,29
159Y1A01A8,1501703,18
159Y1A01A9,1501703,18
159Y1A01B0,1501703,28
159Y1A01B1,1501703,14
159Y1A01B2,1501703,27
159Y1A01B3,1501703,19
159Y1A01B4,1501703,27
159Y1A01B5,1501703,13
159Y1A01B6,1501703,27
159Y1A01B7,1501703,24
159Y1A01B8,1501703,25
159Y1A01B9,1501703,8
159Y1A01C0,1501703,25
159Y1A01C1,1501703,28
159Y1A01C2,1501703,26
159Y1A01C3,1501703,27
159Y1A01C4,1501703,26
159Y1A01C5,1501703,12
159Y1A01C6,1501703,18
159Y1A01C7,1501703,29
159Y1A01C8,1501703,19
159Y1A01C9,1501703,25
159Y1A01D0,1501703,10
159Y1A01D1,1501703,22
159Y1A01D2,1501703,24
159Y1A01D3,1501703,28
159Y1A01D5,1501703,24
159Y1A01D6,1501703,27
159Y1A01D7,1501703,15
159Y1A01D8,1501703,24
159Y1A01D9,1501703,23
159Y1A01E2,1501703,21
159Y1A01E3,1501703,10
159Y1A01E4,1501703,28
159Y1A01E5,1501703,20
159Y1A01E6,1501703,20
159Y1A01E7,1501703,10
159Y1A01E8,1501703,23
159Y1A01E9,1501703,26
159Y1A01F0,1501703,20
159Y1A01F1,1501703,23
159Y1A01F2,1501703,20
159Y1A01F3,1501703,29
159Y1A01F4,1501703,14
159Y1A01F5,1501703,28
159Y1A01F6,1501703,19
159Y1A01F7,1501703,25
159Y1A01F8,1501703,22
159Y1A01F9,1501703,24
159Y1A01G0,1501703,23
159Y1A01G1,1501703,27
159Y1A01G2,1501703,21
169Y5A0101,1501703,24
169Y5A0102,1501703,28
169Y5A0103,1501703,19
169Y5A0104,1501703,26
169Y5A0105,1501703,20
169Y5A0106,1501703,23
169Y5A0107,1501703,21
169Y5A0108,1501703,25
169Y5A0109,1501703,29
169Y5A0110,1501703,28
169Y5A0111,1501703,21
169Y5A0113,1501703,28
169Y5A0114,1501703,28
169Y5A0115,1501703,29
169Y5A0116,1501703,27
169Y5A0117,1501703,27
169Y5A0118,1501703,24
169Y5A0119,1501703,30
169Y5A0120,1501703,28
169Y5A0121,1501703,22
169Y5A0122,1501703,30
169Y5A0123,1501703,19
169Y5A0124,1501703,30
169Y5A0125,1501703,28
169Y5A0126,1501703,28
169Y5A0127,1501703,28
169Y5A0128,1501703,26
169Y5A0129,1501703,27
169Y5A0130,1501703,26
169Y5A0131,1501703,27
169Y5A0132,1501703,24
169Y5A0133,1501703,23
169Y5A0134,1501703,29
169Y5A0135,1501703,30
169Y5A0136,1501703,30
169Y5A0137,1501703,24
169Y5A0138,1501703,24
169Y5A0139,1501703,29
169Y5A0140,1501703,27
169Y5A0141,1501703,25
169Y5A0142,1501703,26
169Y5A0143,1501703,29
169Y5A0144,1501703,22
169Y5A0145,1501703,30
169Y5A0146,1501703,29
169Y5A0147,1501703,20
169Y5A0148,1501703,29
169Y5A0149,1501703,23
169Y5A0150,1501703,20
169Y5A0151,1501703,27
169Y5A0152,1501703,8
169Y5A0153,1501703,11
169Y5A0154,1501703,20
169Y5A0155,1501703,30
169Y5A0156,1501703,28
169Y5A0157,1501703,23
169Y5A0158,1501703,28
169Y5A0159,1501703,27
169Y5A0160,1501703,28
169Y5A0161,1501703,27
169Y5A0162,1501703,29
169Y5A0163,1501703,29
169Y5A0164,1501703,24
169Y5A0165,1501703,21
149Y1A0103,1501704,12
149Y1A0169,1501704,18
149Y1A0182,1501704,0
149Y1A01C8,1501704,4
149Y1A01D0,1501704,17
149Y1A01D1,1501704,16
159Y1A0101,1501704,29
159Y1A0102,1501704,25
159Y1A0103,1501704,26
159Y1A0104,1501704,23
159Y1A0105,1501704,18
159Y1A0106,1501704,22
159Y1A0108,1501704,21
159Y1A0109,1501704,17
159Y1A0110,1501704,26
159Y1A0111,1501704,4
159Y1A0112,1501704,24
159Y1A0113,1501704,24
159Y1A0114,1501704,26
159Y1A0115,1501704,26
159Y1A0116,1501704,25
159Y1A0117,1501704,24
159Y1A0118,1501704,19
159Y1A0119,1501704,15
159Y1A0121,1501704,28
159Y1A0122,1501704,22
159Y1A0123,1501704,27
159Y1A0124,1501704,21
159Y1A0125,1501704,28
159Y1A0126,1501704,29
159Y1A0129,1501704,25
159Y1A0130,1501704,27
159Y1A0131,1501704,29
159Y1A0132,1501704,21
159Y1A0133,1501704,22
159Y1A0134,1501704,19
159Y1A0135,1501704,24
159Y1A0136,1501704,29
159Y1A0137,1501704,21
159Y1A0138,1501704,22
159Y1A0139,1501704,23
159Y1A0140,1501704,24
159Y1A0141,1501704,23
159Y1A0142,1501704,26
159Y1A0143,1501704,22
159Y1A0144,1501704,25
159Y1A0145,1501704,23
159Y1A0146,1501704,25
159Y1A0147,1501704,14
159Y1A0148,1501704,29
159Y1A0149,1501704,0
159Y1A0150,1501704,25
159Y1A0151,1501704,29
159Y1A0152,1501704,29
159Y1A0153,1501704,12
159Y1A0154,1501704,27
159Y1A0155,1501704,26
159Y1A0156,1501704,26
159Y1A0157,1501704,22
159Y1A0159,1501704,28
159Y1A0160,1501704,24
159Y1A0161,1501704,6
159Y1A0162,1501704,18
159Y1A0163,1501704,21
159Y1A0164,1501704,29
159Y1A0165,1501704,17
159Y1A0166,1501704,27
159Y1A0167,1501704,26
159Y1A0168,1501704,24
159Y1A0169,1501704,26
159Y1A0170,1501704,27
159Y1A0171,1501704,0
159Y1A0172,1501704,24
159Y1A0174,1501704,19
159Y1A0175,1501704,19
159Y1A0176,1501704,21
159Y1A0177,1501704,17
159Y1A0178,1501704,14
159Y1A0179,1501704,12
159Y1A0180,1501704,24
159Y1A0181,1501704,24
159Y1A0183,1501704,24
159Y1A0185,1501704,4
159Y1A0186,1501704,27
159Y1A0187,1501704,20
159Y1A0188,1501704,26
159Y1A0189,1501704,28
159Y1A0190,1501704,21
159Y1A0191,1501704,26
159Y1A0192,1501704,14
159Y1A0193,1501704,28
159Y1A0194,1501704,25
159Y1A0195,1501704,11
159Y1A0196,1501704,28
159Y1A0197,1501704,8
159Y1A0198,1501704,22
159Y1A0199,1501704,26
159Y1A01A0,1501704,26
159Y1A01A1,1501704,29
159Y1A01A2,1501704,25
159Y1A01A3,1501704,28
159Y1A01A4,1501704,17
159Y1A01A5,1501704,29
159Y1A01A6,1501704,23
159Y1A01A7,1501704,26
159Y1A01A8,1501704,18
159Y1A01A9,1501704,17
159Y1A01B0,1501704,25
159Y1A01B1,1501704,17
159Y1A01B2,1501704,23
159Y1A01B3,1501704,24
159Y1A01B4,1501704,27
159Y1A01B5,1501704,16
159Y1A01B6,1501704,26
159Y1A01B7,1501704,25
159Y1A01B8,1501704,22
159Y1A01B9,1501704,9
159Y1A01C0,1501704,26
159Y1A01C1,1501704,26
159Y1A01C2,1501704,27
159Y1A01C3,1501704,27
159Y1A01C4,1501704,27
159Y1A01C5,1501704,8
159Y1A01C6,1501704,19
159Y1A01C7,1501704,28
159Y1A01C8,1501704,18
159Y1A01C9,1501704,23
159Y1A01D0,1501704,19
159Y1A01D1,1501704,24
159Y1A01D2,1501704,21
159Y1A01D3,1501704,24
159Y1A01D5,1501704,26
159Y1A01D6,1501704,26
159Y1A01D7,1501704,16
159Y1A01D8,1501704,26
159Y1A01D9,1501704,20
159Y1A01E2,1501704,20
159Y1A01E3,1501704,15
159Y1A01E4,1501704,30
159Y1A01E5,1501704,21
159Y1A01E6,1501704,20
159Y1A01E7,1501704,15
159Y1A01E8,1501704,26
159Y1A01E9,1501704,23
159Y1A01F0,1501704,20
159Y1A01F1,1501704,20
159Y1A01F2,1501704,14
159Y1A01F3,1501704,23
159Y1A01F4,1501704,20
159Y1A01F5,1501704,26
159Y1A01F6,1501704,15
159Y1A01F7,1501704,24
159Y1A01F8,1501704,23
159Y1A01F9,1501704,22
159Y1A01G0,1501704,21
159Y1A01G1,1501704,24
159Y1A01G2,1501704,19
169Y5A0101,1501704,23
169Y5A0102,1501704,27
169Y5A0103,1501704,23
169Y5A0104,1501704,24
169Y5A0105,1501704,21
169Y5A0106,1501704,22
169Y5A0107,1501704,22
169Y5A0108,1501704,24
169Y5A0109,1501704,26
169Y5A0110,1501704,26
169Y5A0111,1501704,15
169Y5A0113,1501704,26
169Y5A0114,1501704,28
169Y5A0115,1501704,29
169Y5A0116,1501704,27
169Y5A0117,1501704,29
169Y5A0118,1501704,24
169Y5A0119,1501704,25
169Y5A0120,1501704,22
169Y5A0121,1501704,20
169Y5A0122,1501704,26
169Y5A0123,1501704,16
169Y5A0124,1501704,28
169Y5A0125,1501704,29
169Y5A0126,1501704,23
169Y5A0127,1501704,25
169Y5A0128,1501704,20
169Y5A0129,1501704,23
169Y5A0130,1501704,21
169Y5A0131,1501704,24
169Y5A0132,1501704,24
169Y5A0133,1501704,21
169Y5A0134,1501704,26
169Y5A0135,1501704,27
169Y5A0136,1501704,28
169Y5A0137,1501704,22
169Y5A0138,1501704,23
169Y5A0139,1501704,27
169Y5A0140,1501704,29
169Y5A0141,1501704,25
169Y5A0142,1501704,24
169Y5A0143,1501704,26
169Y5A0144,1501704,23
169Y5A0145,1501704,28
169Y5A0146,1501704,27
169Y5A0147,1501704,22
169Y5A0148,1501704,26
169Y5A0149,1501704,26
169Y5A0150,1501704,19
169Y5A0151,1501704,23
169Y5A0152,1501704,13
169Y5A0153,1501704,13
169Y5A0154,1501704,19
169Y5A0155,1501704,27
169Y5A0156,1501704,25
169Y5A0157,1501704,19
169Y5A0158,1501704,25
169Y5A0159,1501704,26
169Y5A0160,1501704,24
169Y5A0161,1501704,25
169Y5A0162,1501704,29
169Y5A0163,1501704,26
169Y5A0164,1501704,22
169Y5A0165,1501704,20
149Y1A0103,1501705,15
149Y1A0169,1501705,5
149Y1A0182,1501705,0
149Y1A01C8,1501705,12
149Y1A01D0,1501705,18
149Y1A01D1,1501705,16
159Y1A0101,1501705,28
159Y1A0102,1501705,26
159Y1A0103,1501705,15
159Y1A0104,1501705,19
159Y1A0105,1501705,16
159Y1A0106,1501705,19
159Y1A0108,1501705,18
159Y1A0109,1501705,16
159Y1A0110,1501705,27
159Y1A0111,1501705,23
159Y1A0112,1501705,14
159Y1A0113,1501705,25
159Y1A0114,1501705,25
159Y1A0115,1501705,21
159Y1A0116,1501705,23
159Y1A0117,1501705,25
159Y1A0118,1501705,22
159Y1A0119,1501705,17
159Y1A0121,1501705,23
159Y1A0122,1501705,18
159Y1A0123,1501705,25
159Y1A0124,1501705,20
159Y1A0125,1501705,24
159Y1A0126,1501705,30
159Y1A0129,1501705,21
159Y1A0130,1501705,22
159Y1A0131,1501705,24
159Y1A0132,1501705,18
159Y1A0133,1501705,25
159Y1A0134,1501705,17
159Y1A0135,1501705,10
159Y1A0136,1501705,30
159Y1A0137,1501705,18
159Y1A0138,1501705,20
159Y1A0139,1501705,22
159Y1A0140,1501705,20
159Y1A0141,1501705,25
159Y1A0142,1501705,25
159Y1A0143,1501705,17
159Y1A0144,1501705,20
159Y1A0145,1501705,20
159Y1A0146,1501705,23
159Y1A0147,1501705,12
159Y1A0148,1501705,27
159Y1A0149,1501705,0
159Y1A0150,1501705,24
159Y1A0151,1501705,22
159Y1A0152,1501705,20
159Y1A0153,1501705,19
159Y1A0154,1501705,29
159Y1A0155,1501705,26
159Y1A0156,1501705,29
159Y1A0157,1501705,26
159Y1A0159,1501705,25
159Y1A0160,1501705,22
159Y1A0161,1501705,18
159Y1A0162,1501705,17
159Y1A0163,1501705,19
159Y1A0164,1501705,30
159Y1A0165,1501705,21
159Y1A0166,1501705,30
159Y1A0167,1501705,29
159Y1A0168,1501705,25
159Y1A0169,1501705,23
159Y1A0170,1501705,29
159Y1A0171,1501705,0
159Y1A0172,1501705,23
159Y1A0174,1501705,19
159Y1A0175,1501705,21
159Y1A0176,1501705,20
159Y1A0177,1501705,15
159Y1A0178,1501705,12
159Y1A0179,1501705,15
159Y1A0180,1501705,27
159Y1A0181,1501705,22
159Y1A0183,1501705,30
159Y1A0185,1501705,4
159Y1A0186,1501705,30
159Y1A0187,1501705,27
159Y1A0188,1501705,30
159Y1A0189,1501705,30
159Y1A0190,1501705,22
159Y1A0191,1501705,29
159Y1A0192,1501705,19
159Y1A0193,1501705,30
159Y1A0194,1501705,30
159Y1A0195,1501705,19
159Y1A0196,1501705,30
159Y1A0197,1501705,10
